municipality_code,municipality_name,population_2024,facilities,sus_linked_facilities,sus_beds,existing_equipment,facilities_per_10k,sus_beds_per_10k,equipment_per_10k,sus_linked_share,health_spending_per_capita,personnel_spending_share_health_spending,investment_share_health_spending,transfer_share_health_spending,own_revenue_applied_asps_lc141,outpatient_records,outpatient_approved_quantity,outpatient_approved_value_brl,outpatient_quantity_per_1000,outpatient_value_per_capita_brl,primary_care_total_production_2025,primary_care_home_visit_share,primary_care_dental_share,primary_care_procedure_share,primary_care_production_per_1000,cluster,cluster_label,pc1,pc2
500740,Rio Verde de Mato Grosso - MS,20393,41,15,28,211,20.1049379689109,13.73020153974403,103.46687588878537,0.36585365853658536,2258,56.849999999999994,3.49,32.55,23.89,46974,371716,789294.66,18227.627126955325,38.70419555729907,311357,0.47449069717398357,0.019893562694912912,0.3136624517836439,15267.83700289315,Cluster 3,Regional hubs and dense network,0.5935353038372557,-0.18337457607392305
500750,Rochedo - MS,5407,8,4,7,7,14.79563528759016,12.946180876641392,12.946180876641392,0.5,2854.79,51.23,4.7700000000000005,33.839999999999996,22.73,4882,101299,138670.35,18734.788237469947,25.64644904753098,91449,0.4957407954160242,0.030071405920239696,0.2771162068475325,16913.075642685406,Cluster 2,High spending and outcome-alert profile,-2.631837506848644,1.1305248943540795
500755,Santa Rita do Pardo - MS,7174,14,11,11,71,19.514914970727627,15.333147477000278,98.96849735154726,0.7857142857142857,3132.9300000000003,41.43,3.34,31.72,17.779999999999998,25557,264190,1383848.7000000002,36826.03847226094,192.89778366322835,140402,0.48217261862366634,0.0248429509551146,0.31227475392088433,19570.950655143573,Cluster 1,Small municipalities with high local capacity,-1.9170391476601851,-0.4487037529962827
500769,São Gabriel do Oeste - MS,31694,86,23,41,616,27.134473401905723,12.936202435792262,194.35855366946427,0.26744186046511625,4270.45,39.94,4.79,19.2,38.6,116858,461898,3066057.4699999997,14573.6732504575,96.73936612608064,554920,0.47995927340877964,0.02164456137821668,0.3253568081885677,17508.676721145956,Cluster 3,Regional hubs and dense network,0.8932105498146814,-3.039917711344124
500770,Sete Quedas - MS,11301,17,7,18,14,15.042916556056987,15.927794000530925,12.388284222635164,0.4117647058823529,1527.21,54.879999999999995,1.07,33.82,22.62,5841,53309,247473.54,4717.193168746129,21.898375365011947,162130,0.6107012890890027,0.021587614876950594,0.23458335903287486,14346.518007255994,Cluster 4,Lower-density structure,-0.23378178402087574,0.24887852445124514
500780,Selvíria - MS,8593,14,10,0,42,16.292330967066217,0,48.876992901198655,0.7142857142857143,2710.55,51.34,1.31,25.45,19.42,25572,167598,175984.44,19504.014895845456,20.479976725241475,116122,0.541060264204888,0.01799831212001171,0.29763524568987787,13513.557546840451,Cluster 4,Lower-density structure,-0.9006184430603301,0.6767002855989127
500790,Sidrolândia - MS,49374,78,35,38,419,15.797788309636651,7.696358407258882,84.86247822740712,0.44871794871794873,1059.4,63.89,0.95,78.84,16.97,39160,395075,1656324.76,8001.681046704743,33.546497346781706,727955,0.4290539937221394,0.038656235618959964,0.3325631392050333,14743.691011463523,Cluster 3,Regional hubs and dense network,2.29231079343856,2.6439995819818742
500793,Sonora - MS,14822,42,16,21,109,28.33625691539603,14.168128457698016,73.5393334232897,0.380952380952381,2802.4100000000003,48.43,2.11,21.26,30.09,56686,394614,507017.62,26623.532586695455,34.20709890703009,308873,0.5581452571121465,0.02216121188967634,0.2761685223376598,20838.820671974096,Cluster 4,Lower-density structure,0.25612972456803684,-1.4448894450516085
500795,Tacuru - MS,11159,20,13,8,46,17.922752934850795,7.169101173940318,41.222331750156826,0.65,1635.81,51.47,2.16,49.3,19.8,23234,44623,192442.1,3998.8350210592344,17.24546106281925,131671,0.5388734041664451,0.01954112902613332,0.29048157908727057,11799.534008423694,Cluster 4,Lower-density structure,-0.6596312399201673,1.9425186395931502
500797,Taquarussu - MS,3730,9,7,6,30,24.128686327077748,16.0857908847185,80.4289544235925,0.7777777777777778,4389.44,43.46,6.6899999999999995,21.68,23.88,1851,24216,83277.43000000001,6492.225201072386,22.32638873994638,88011,0.5777459635727352,0.014395927781754553,0.24669643567281363,23595.44235924933,Cluster 1,Small municipalities with high local capacity,-3.3995315501635868,-2.9716391521281516
500800,Terenos - MS,18139,22,15,0,244,12.12856276531231,0,134.5167870334638,0.6818181818181818,1964.97,49.96,7.57,32.260000000000005,24.47,22446,265086,1134470.04,14614.146314570813,62.543141297756215,220015,0.5219825920959934,0.0371292866395473,0.2840124536963389,12129.389712773582,Cluster 4,Lower-density structure,-0.042500393264090226,0.9823864305439737
500830,Três Lagoas - MS,141435,451,72,197,3672,31.887439459822534,13.928659808392547,259.62456251988544,0.15964523281596452,2868.99,53.790000000000006,0.47,36.59,31.28,713665,1774781,18898242.900000002,12548.386184466362,133.6178661575989,2079794,0.47809542675861166,0.01777964548412006,0.3160154322976218,14704.945734789833,Cluster 3,Regional hubs and dense network,3.811079504177865,-1.7432178974750685
500840,Vicentina - MS,6476,15,11,13,38,23.162445954292775,20.07411982705374,58.6781964175417,0.7333333333333333,3574.6,44.92,29.14,54.52,22.29,1331,45194,208845.41,6978.6905497220505,32.24913681284744,106848,0.5624251272836178,0.019513701707097934,0.2223719676549865,16499.073502161827,Cluster 2,High spending and outcome-alert profile,-3.534183865650741,1.2881028057183905
